id,,,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120
D6M188,6,18.18754,A,A,H,H,A,A,H,A,H,H,H,H,H,B,H,H,H,A,H,B,H,H,H,A,B,B,A,A,H,H,H,H,B,H,H,H,A,B,H,H,H,B,H,B,A,H,H,A,H,H,H,H,A,H,B,H,H,B,H,H,H,A,A,A,A,H,H,A,A,B,B,H,H,B,H,H,H,H,H,H,H,H,B,B,A,H,A,H,H,H,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
D6M284,6,23.87218,H,A,H,H,A,A,H,A,H,H,H,H,H,B,H,H,B,A,A,B,H,H,H,A,H,H,A,A,H,H,H,H,H,H,H,H,A,B,H,H,H,B,H,B,A,H,H,A,H,H,H,H,A,H,B,H,H,H,H,H,H,H,A,A,A,H,H,A,A,H,B,H,H,B,H,H,H,H,H,H,H,H,H,B,A,H,A,H,H,H,H,H,H,A,H,B,H,H,B,A,B,H,A,H,H,H,A,H,B,H,B,A,H,A,H,A,B,H,B,H
D6M39,6,31.0941,H,A,H,H,A,H,H,A,H,H,H,H,H,B,A,H,B,A,H,B,H,H,H,A,H,H,A,A,B,H,H,H,H,H,H,H,H,B,H,H,H,B,H,B,H,H,B,A,H,H,H,H,A,H,B,B,B,H,H,H,H,H,A,H,A,H,H,A,H,H,B,H,H,B,H,H,H,B,H,B,H,H,H,B,A,H,A,H,H,H,H,H,H,A,H,B,H,H,B,A,H,A,A,H,H,H,A,H,B,H,B,A,H,A,H,A,H,A,B,H
D6M254,6,41.79506,H,A,B,H,A,B,H,H,B,H,H,H,H,B,A,H,B,H,H,H,H,B,H,A,H,H,H,H,B,H,H,H,A,H,H,H,H,B,H,H,H,B,H,H,H,H,B,A,B,H,H,H,H,H,B,B,B,H,H,H,H,H,A,H,H,H,H,A,B,H,B,H,H,B,H,B,H,B,H,B,H,H,H,B,A,H,A,H,H,A,H,H,H,H,A,B,H,H,B,A,H,A,A,H,H,H,A,H,H,H,B,H,H,H,H,A,H,H,B,A
D6M194,6,45.14579,H,A,B,H,A,B,H,H,B,H,H,H,H,B,A,B,B,H,H,H,H,B,H,A,H,H,H,H,B,H,H,H,A,H,H,H,H,B,H,A,H,B,H,H,H,H,B,A,H,H,H,H,H,H,B,B,B,H,B,H,H,H,A,H,H,H,H,A,B,H,B,H,H,B,H,B,H,B,H,B,H,B,A,B,A,H,A,H,H,A,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
D6M290,6,47.5299,H,A,B,H,-,B,H,-,B,H,A,H,H,B,A,-,B,H,H,H,H,B,H,A,H,-,-,-,-,-,-,-,A,-,H,H,H,B,H,A,H,B,-,A,H,-,B,A,-,H,-,-,-,H,-,B,B,H,B,H,H,H,-,H,H,H,H,A,B,H,B,H,-,-,-,B,H,B,-,B,H,B,A,B,A,H,A,H,H,A,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
D6M25,6,51.24736,H,A,B,H,H,B,B,B,H,H,A,H,H,B,A,B,B,H,H,H,H,B,H,A,H,H,H,H,B,H,H,B,A,H,H,H,H,B,H,A,H,H,-,A,H,H,B,A,H,H,B,H,H,H,B,B,B,H,B,H,H,H,A,H,H,H,H,A,B,H,B,H,H,B,A,B,H,B,H,B,H,B,A,B,A,H,A,H,H,A,H,H,H,H,A,H,H,H,B,A,H,-,H,H,H,A,A,B,H,H,B,H,H,-,-,H,H,H,B,A
D6M339,6,51.65073,H,A,B,H,H,B,B,B,H,A,A,H,H,B,A,B,B,H,H,H,H,B,H,A,H,H,H,H,B,H,H,B,A,H,H,H,H,B,H,A,H,H,H,A,H,H,B,A,H,H,B,H,H,H,B,B,B,H,B,H,H,H,A,H,H,H,H,A,B,H,B,H,H,B,A,B,H,B,H,B,H,B,A,B,A,H,A,H,H,A,H,H,H,H,A,H,H,H,B,A,H,A,H,H,H,A,A,B,H,H,B,H,H,H,B,H,H,H,B,A
D6M59_,6,55.30478,B,H,B,H,H,B,B,B,H,A,A,H,H,B,A,B,H,H,H,H,H,B,H,A,H,H,H,H,B,H,H,B,A,A,H,H,H,B,H,A,H,H,H,A,H,H,B,A,H,H,B,H,H,H,B,B,B,H,H,H,H,H,A,H,H,H,H,A,B,H,B,H,B,B,A,B,H,B,H,B,H,B,A,B,A,H,A,H,H,A,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
D6M201,6,59.00988,B,H,B,B,H,B,B,B,H,A,A,H,H,B,A,B,H,H,B,H,H,B,H,A,H,-,H,H,B,H,H,B,A,A,H,H,H,B,H,A,H,H,H,A,H,H,B,A,H,H,B,H,B,H,B,B,B,H,H,H,H,H,A,H,H,H,A,H,B,H,B,H,B,B,A,B,H,B,H,B,H,B,A,H,A,H,A,H,H,A,H,H,A,H,A,H,H,H,H,H,H,A,H,H,H,A,A,B,A,H,B,H,H,H,B,H,H,H,H,A
D6M15,6,59.37089,B,H,B,B,H,B,B,B,H,A,A,H,H,B,A,B,H,H,B,H,H,B,H,A,H,H,H,H,B,H,-,B,A,H,H,H,H,B,H,A,H,H,H,A,H,H,B,A,H,H,B,H,B,H,B,B,B,H,H,H,H,H,A,H,H,H,A,H,B,H,B,H,B,B,A,B,H,B,H,B,H,B,A,H,A,H,A,H,H,A,H,H,A,H,A,H,H,H,H,H,H,A,H,H,H,A,A,B,A,H,B,H,H,H,B,H,H,H,H,A
D6M294,6,60.76244,B,H,B,B,H,B,B,B,H,A,A,H,H,B,A,B,H,H,B,H,H,B,H,A,H,H,H,H,B,H,H,B,A,H,H,H,H,B,H,A,H,H,H,A,H,H,B,A,H,H,B,H,B,H,B,B,B,H,H,H,H,H,A,H,H,H,A,H,B,H,B,H,B,B,A,B,H,B,H,B,H,B,A,H,H,H,H,H,H,H,H,H,A,H,A,H,H,H,H,H,H,A,H,H,H,A,A,B,A,H,B,H,B,H,B,H,H,H,H,A
D7M246,7,0,B,H,A,B,B,A,A,H,B,H,H,H,A,B,A,B,A,H,H,H,H,H,A,B,H,H,H,B,B,H,B,A,B,H,H,H,H,B,B,H,H,H,A,H,B,H,B,A,A,H,B,A,A,H,H,H,H,A,B,B,H,H,B,B,A,H,H,H,H,A,A,H,H,B,B,H,H,H,H,A,H,A,B,H,B,A,A,B,A,B,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
D7M145,7,18.78851,B,B,A,B,H,A,A,H,B,A,A,H,H,B,H,B,H,H,H,H,H,H,H,H,H,A,H,H,B,A,B,A,B,H,H,H,H,B,B,B,B,A,A,A,B,H,H,A,-,-,B,A,H,A,H,H,H,A,B,B,H,H,B,H,H,B,H,A,H,A,-,H,H,B,H,H,H,H,H,H,H,H,B,A,B,A,A,B,H,-,B,A,B,H,B,A,H,H,H,A,H,B,H,B,A,B,H,H,H,H,H,A,H,H,B,H,A,H,A,A
D7M62,7,34.91062,H,B,A,B,A,A,A,H,B,A,H,H,H,H,H,B,H,H,H,B,A,H,B,H,H,B,H,H,B,A,B,A,B,A,H,H,B,B,B,B,B,A,A,A,B,H,H,A,A,B,B,A,H,H,H,H,H,A,H,B,H,H,B,H,H,B,H,A,H,H,B,H,H,H,H,H,B,H,H,H,A,H,H,A,H,A,H,B,H,H,B,A,H,H,H,-,H,H,B,A,H,A,A,H,A,H,H,A,H,H,-,A,H,-,B,H,A,H,B,H
D7M126,7,41.03048,H,B,A,B,A,A,H,H,B,A,H,-,H,-,H,B,H,B,H,B,A,A,B,-,H,B,H,H,B,A,B,A,B,A,H,H,B,B,B,A,B,A,A,A,B,H,H,-,-,B,B,A,H,H,A,H,H,A,-,-,H,A,B,H,H,B,-,A,-,-,-,-,H,-,H,H,B,H,H,-,A,-,H,-,A,-,-,-,-,-,B,A,-,H,H,A,H,-,B,A,B,-,A,H,A,A,-,A,B,H,A,A,H,B,-,H,-,H,B,H
D7M105,7,60.11409,H,B,A,B,H,A,H,H,B,H,H,H,H,H,B,B,B,B,A,H,A,A,B,H,B,H,H,A,H,H,B,H,B,A,H,B,B,B,B,A,B,A,A,A,B,B,H,A,A,B,A,H,A,H,A,H,B,H,H,H,B,H,H,H,H,H,B,A,H,H,B,B,B,A,B,H,B,H,H,H,A,B,A,H,A,H,H,H,H,H,B,A,H,H,H,A,A,H,H,H,B,A,A,H,A,A,H,A,B,H,H,A,H,B,H,B,H,H,B,H
D7M259,7,72.08424,H,B,A,H,H,A,H,B,H,H,-,H,H,H,H,B,H,B,A,H,H,A,H,A,-,-,B,-,H,H,B,-,B,-,-,B,B,B,H,A,H,H,-,A,-,-,H,A,A,-,A,H,A,H,A,-,B,H,H,H,B,H,A,H,H,H,-,-,-,-,H,B,B,A,H,H,B,H,H,H,A,H,A,H,A,H,B,H,H,H,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
D8M94,8,0,H,H,H,B,A,H,B,A,B,B,A,H,H,A,H,B,B,H,B,B,A,H,A,H,A,H,H,B,B,A,H,B,B,H,B,H,B,A,H,A,H,A,H,A,B,H,B,H,B,B,H,H,A,A,H,B,H,H,H,H,H,H,H,A,H,A,H,H,B,H,B,B,H,A,H,H,B,B,H,H,H,H,H,H,H,H,A,A,H,H,H,A,B,H,A,B,B,B,H,A,B,B,H,H,A,H,B,A,A,B,H,B,H,A,A,A,B,H,H,H
D8M339,8,1.33987,H,H,H,B,A,H,B,A,B,B,A,H,H,A,H,B,B,A,B,B,A,H,A,H,A,H,B,B,B,A,H,B,B,H,B,H,H,A,H,A,H,A,H,A,B,H,B,H,B,B,H,H,A,A,H,B,H,H,H,H,B,H,H,A,H,A,H,H,B,H,B,B,H,A,H,H,B,B,H,H,H,H,H,H,H,H,A,A,H,H,H,A,B,H,A,B,B,B,H,-,B,B,H,H,A,-,B,A,A,B,H,B,H,A,A,A,B,H,H,H
D8M178,8,11.42091,H,H,H,B,A,B,B,H,-,B,A,H,H,A,H,B,B,A,B,B,A,B,H,H,A,H,B,B,B,H,H,B,B,H,-,H,H,A,H,A,H,H,H,A,B,H,B,H,B,B,H,H,H,A,A,H,A,H,H,H,B,H,H,H,H,A,H,H,B,H,B,B,H,A,-,H,B,H,H,H,H,H,H,H,-,A,A,A,H,H,H,A,H,H,H,B,B,B,B,A,B,B,H,B,H,H,B,A,A,H,H,B,H,-,A,A,H,H,A,A
D8M242,8,27.14066,H,B,B,B,A,B,B,H,B,H,A,B,H,A,A,B,B,A,H,H,H,B,H,H,A,A,B,B,B,H,H,H,B,H,B,H,H,A,H,H,A,H,H,A,B,H,A,A,B,B,A,H,H,A,A,H,A,B,B,H,B,H,H,H,H,A,H,B,H,H,B,H,H,A,H,B,H,A,H,H,H,H,H,H,H,A,A,A,A,B,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
D8M213,8,32.98625,B,B,H,B,A,B,B,H,B,H,A,B,H,A,A,B,B,-,H,H,H,B,H,H,H,A,B,B,B,B,H,H,B,H,B,H,A,A,H,H,A,H,H,A,H,H,A,A,H,B,A,H,H,A,A,H,A,B,B,H,B,B,H,H,H,A,H,B,A,H,B,H,H,A,H,B,H,A,H,H,H,H,H,B,A,A,A,A,A,B,H,H,H,-,H,B,B,H,-,A,B,B,H,B,B,A,B,H,A,H,A,B,H,B,A,A,H,H,H,H
D8M156,8,50.86364,B,B,H,H,H,H,B,H,A,H,A,H,H,H,A,H,H,A,A,-,B,B,H,H,B,H,H,B,H,B,H,-,B,-,B,H,A,H,H,H,H,H,-,A,-,-,A,A,-,B,A,H,-,A,-,-,A,B,B,H,B,-,A,B,-,A,-,B,A,-,B,H,-,A,H,-,A,A,H,H,B,H,A,B,-,A,H,H,H,-,H,B,H,H,A,B,B,H,B,A,B,A,H,B,B,A,H,H,H,H,H,B,H,B,A,H,H,H,H,H
D9M247,9,0,B,H,B,H,B,H,B,B,H,B,H,A,H,B,H,H,B,A,A,H,H,A,H,H,H,H,A,H,H,B,A,H,H,H,H,H,H,H,H,B,A,B,H,B,H,B,B,B,A,H,A,H,H,H,H,A,H,H,B,A,H,A,A,A,B,B,B,B,H,H,H,H,A,H,A,A,B,H,H,A,H,A,A,H,A,H,H,B,H,B,A,A,H,H,B,H,A,H,A,B,H,A,A,B,B,H,H,H,H,H,H,-,A,H,B,B,A,H,B,A
D9M328,9,4.21823,B,A,B,H,B,H,B,B,H,B,H,A,H,B,H,H,B,A,A,H,H,A,H,H,H,H,A,B,H,H,A,H,H,B,B,H,H,H,H,B,A,B,H,B,H,B,B,B,A,H,A,H,H,H,A,A,A,H,B,A,H,A,A,A,B,B,B,B,H,H,H,B,A,H,A,A,B,H,H,A,H,A,A,H,A,H,H,B,H,B,A,A,-,H,-,-,H,H,-,B,-,-,A,A,B,H,B,H,H,-,H,B,A,H,-,-,-,H,B,A
D9M106,9,14.71565,H,A,B,H,B,H,B,B,H,B,B,A,H,B,A,H,H,A,A,H,H,A,H,H,H,H,A,B,H,H,A,H,H,B,B,H,B,H,H,B,A,B,B,B,H,B,B,B,H,A,A,H,H,H,A,A,H,A,B,H,H,H,A,A,B,B,B,H,B,H,H,H,H,H,H,A,B,H,H,A,H,A,A,H,A,H,H,B,H,H,H,A,H,H,B,A,H,H,H,B,H,A,A,H,B,H,B,B,B,H,H,B,H,H,B,B,A,H,B,A
D9M269,9,27.32417,H,H,B,H,H,H,A,B,A,B,B,A,A,B,A,H,H,H,H,H,A,H,H,H,H,H,A,B,H,-,A,A,H,B,B,H,B,H,H,H,A,B,-,B,A,-,-,B,H,A,A,B,H,H,A,A,H,A,H,-,H,-,A,A,-,H,B,H,B,H,H,H,-,H,H,A,B,B,H,A,B,A,H,H,A,B,H,H,H,H,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
D9M346,9,32.95644,H,H,B,H,H,H,A,B,A,B,B,A,A,B,A,H,H,H,H,H,A,B,H,H,H,H,A,B,H,H,H,A,H,B,B,H,B,H,B,H,H,H,B,B,A,B,B,B,-,-,-,-,-,-,-,A,-,-,-,-,-,-,-,A,-,-,-,-,-,-,-,-,H,H,H,A,B,B,H,A,H,A,H,B,A,B,H,H,H,H,H,A,H,A,B,H,B,B,H,B,H,H,A,H,B,H,B,B,B,A,A,B,H,H,B,B,A,A,B,A
D9M55,9,45.33567,H,H,B,H,H,H,A,B,A,H,B,A,A,B,A,H,A,B,H,A,A,B,H,H,H,H,A,B,H,H,H,A,H,B,B,H,B,H,B,H,H,H,A,B,A,H,B,H,H,A,H,B,B,H,H,H,H,A,A,H,B,A,A,A,H,H,B,A,H,H,B,A,H,A,H,A,H,B,A,A,H,A,H,B,A,B,H,H,H,A,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
D9M18,9,52.50404,H,H,B,H,H,H,A,H,A,A,B,A,A,H,A,H,A,B,H,A,A,B,H,H,H,H,A,H,H,B,B,A,H,B,B,B,B,H,B,H,B,H,A,B,A,H,B,H,H,A,H,H,B,H,H,H,H,A,A,H,B,A,A,A,H,H,B,A,H,H,B,A,H,A,H,A,H,H,A,A,H,H,A,B,A,B,B,H,H,A,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
D10M298,10,0,H,A,H,A,A,H,H,A,H,A,A,B,H,B,H,H,A,B,H,H,H,A,H,H,A,B,H,A,A,A,H,B,A,A,B,H,H,H,A,H,H,H,H,A,H,A,H,H,A,B,B,H,B,H,H,A,H,H,A,A,H,A,B,H,A,A,A,A,H,H,H,A,H,A,H,H,H,B,B,A,-,H,A,A,A,H,H,A,A,A,H,H,H,H,A,B,B,H,H,B,H,H,B,H,H,A,B,B,A,H,H,H,A,H,B,B,A,H,H,H
D10M294,10,24.74745,H,A,A,H,H,H,H,A,B,H,H,B,A,H,A,H,A,B,B,B,H,A,H,A,A,B,H,A,H,H,H,H,H,A,H,B,H,H,H,A,A,H,H,A,A,A,H,H,A,B,B,H,B,H,H,H,H,H,H,A,H,A,B,H,A,H,A,A,H,B,H,A,H,A,H,B,A,B,H,A,H,H,H,H,A,H,A,A,A,A,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
D10M42_,10,40.70983,B,A,A,B,H,H,H,-,B,H,H,B,H,H,A,H,A,A,B,B,H,A,H,H,A,B,H,H,H,H,A,H,-,A,H,B,H,H,H,A,A,H,A,H,A,H,H,H,-,H,H,H,B,H,B,-,B,H,H,A,B,A,B,H,H,H,H,H,H,B,H,A,B,A,A,B,A,B,H,H,H,H,H,H,A,H,A,H,A,A,A,B,H,H,H,H,A,H,B,H,H,A,B,A,A,H,H,A,B,H,H,H,B,H,A,H,H,H,B,H
D10M10,10,48.73004,B,A,A,H,H,H,H,A,B,H,H,B,H,H,A,B,A,A,B,B,H,A,-,H,H,H,H,H,H,H,A,H,H,H,H,B,H,B,H,A,A,H,A,H,A,H,H,H,A,A,H,A,B,H,B,H,B,H,H,A,B,H,H,H,H,H,H,H,H,B,A,-,H,A,A,H,A,B,H,H,H,H,H,H,A,H,A,B,A,A,A,B,H,H,H,H,H,B,A,H,H,-,B,-,A,B,H,A,B,-,H,H,-,-,-,H,-,H,-,-
D10M233,10,61.05621,B,A,A,H,H,H,H,A,B,H,A,B,H,H,B,B,H,A,B,H,H,A,A,B,H,H,H,H,B,A,A,B,H,H,H,B,H,B,B,A,A,H,A,H,H,B,H,H,A,A,A,H,H,H,B,B,H,H,H,A,B,H,H,H,B,H,H,B,H,B,H,A,H,A,A,H,A,B,B,H,B,H,H,H,A,H,A,B,A,A,A,B,H,H,H,H,H,H,A,B,H,A,B,A,A,H,H,H,B,H,H,H,B,H,H,H,H,H,B,H
D11M78,11,0,H,A,H,B,B,H,A,H,B,A,A,B,A,B,H,H,A,H,B,H,A,H,H,B,H,H,H,H,H,H,A,A,H,H,H,H,B,A,A,H,H,H,B,H,H,H,H,B,A,A,A,H,H,A,H,H,H,A,A,B,B,B,H,H,A,A,H,B,B,A,B,H,H,H,H,H,H,B,H,B,A,B,H,A,H,B,H,A,H,H,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
D11M20,11,15.15394,H,A,H,B,B,B,A,B,B,H,H,B,A,H,A,H,A,H,B,B,A,H,H,B,H,H,A,B,B,H,A,-,H,H,H,H,B,A,A,H,B,H,B,H,H,A,A,B,A,A,-,H,B,H,-,H,H,H,H,B,B,B,H,B,A,A,H,B,B,H,H,H,H,H,H,H,H,B,H,B,A,B,A,H,H,A,H,A,H,H,H,B,H,B,B,H,H,A,A,H,B,H,H,H,H,H,H,H,B,H,H,B,H,H,A,H,H,H,H,H
D11M242,11,26.42149,H,A,H,B,B,B,A,H,H,H,H,B,A,H,A,B,A,-,H,B,H,B,H,B,H,H,A,B,B,H,H,H,B,H,H,H,H,H,A,H,B,-,B,B,H,A,A,B,A,A,A,H,B,H,A,H,H,B,H,H,B,B,H,B,A,-,H,B,B,H,A,B,H,H,H,H,H,B,H,H,A,B,A,H,B,A,H,H,A,A,-,-,H,B,B,H,-,A,A,H,-,B,H,H,H,-,H,H,B,H,H,B,-,H,H,H,H,H,H,B
D11M356,11,38.52145,A,A,H,B,B,B,H,B,H,H,H,B,A,H,H,H,A,H,H,B,H,B,H,B,B,H,A,B,B,H,H,H,B,H,H,H,H,H,H,H,B,H,B,B,H,A,A,H,H,B,A,A,B,B,A,H,H,H,H,H,B,B,H,B,H,A,H,H,B,H,A,B,B,H,H,B,H,B,H,H,A,-,A,B,B,A,A,H,A,A,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
D11M327,11,42.16139,A,A,H,B,B,B,H,B,H,H,H,B,A,H,A,H,A,H,H,B,H,B,H,B,B,H,A,B,H,H,H,A,B,H,A,H,H,H,H,H,B,H,B,B,H,A,A,H,H,B,A,A,B,B,A,A,H,H,H,H,B,B,H,B,H,A,H,H,B,H,A,B,B,H,H,B,H,H,B,H,A,B,A,B,B,A,A,H,A,A,A,H,H,B,B,A,H,A,A,H,H,B,A,H,H,H,H,A,B,H,H,B,H,H,B,B,B,B,H,B
D11M333,11,64.34481,H,A,H,H,H,B,B,H,H,B,H,H,H,A,A,B,B,H,H,B,H,B,H,B,H,H,A,B,H,H,H,A,B,B,A,H,H,H,H,H,B,H,B,B,A,H,H,H,H,B,H,H,B,B,A,A,A,A,H,A,A,A,H,B,H,A,H,H,B,H,A,B,B,B,B,H,H,A,H,H,A,B,H,H,B,A,H,H,A,H,H,H,A,B,B,A,H,-,H,H,A,-,H,B,A,A,H,A,B,H,H,-,A,H,B,B,B,H,H,B
D12M105,12,0,B,A,B,A,A,B,B,A,A,A,A,H,A,H,H,H,A,A,H,B,A,B,A,H,H,A,H,A,H,B,A,B,H,H,B,H,H,A,H,A,A,H,B,H,A,B,H,H,A,A,B,A,H,A,A,H,A,A,B,A,H,B,H,B,H,B,B,H,H,A,B,H,B,H,B,B,H,H,A,H,A,H,H,B,H,B,B,H,A,H,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
D12M46,12,6.17921,B,A,B,A,A,B,H,H,A,-,A,A,A,H,H,H,A,A,H,B,A,B,A,H,H,A,H,A,A,H,A,B,H,H,B,H,H,A,H,A,A,A,B,-,A,B,H,H,A,A,-,A,A,A,A,H,A,A,H,A,H,B,A,B,A,B,B,H,H,A,B,H,B,H,B,B,H,H,H,H,A,H,H,B,H,B,B,H,A,H,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
D12M34,12,21.58051,B,H,H,H,A,H,A,H,H,A,A,A,A,H,H,H,A,A,H,B,A,H,A,H,H,A,H,H,A,H,A,B,B,H,H,H,H,A,H,H,A,A,H,B,H,H,H,H,A,A,H,A,A,A,A,-,A,A,H,A,A,H,A,H,H,B,B,H,H,H,-,H,B,A,B,B,H,H,H,H,A,A,H,H,H,H,B,H,A,B,A,H,B,H,H,H,B,H,H,H,H,B,A,A,A,H,H,A,B,H,B,H,B,A,H,H,H,H,B,H
